START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
05/07/22,04:15 PM,07:15 PM,Cardinals at Giants,Oracle Park - San Francisco,"Local TV: FS1",05/07/22,05/07/22,07:15 PM,10:15 PM,FALSE,TRUE,05/07/22,03:15 PM,06:15 PM,FREE,BUSY
05/08/22,01:05 PM,04:05 PM,Cardinals at Giants,Oracle Park - San Francisco,"",05/08/22,05/08/22,04:05 PM,07:05 PM,FALSE,TRUE,05/08/22,12:05 PM,03:05 PM,FREE,BUSY
05/09/22,06:45 PM,09:45 PM,Rockies at Giants,Oracle Park - San Francisco,"",05/09/22,05/10/22,09:45 PM,12:45 AM,FALSE,TRUE,05/09/22,05:45 PM,08:45 PM,FREE,BUSY
05/10/22,06:45 PM,09:45 PM,Rockies at Giants,Oracle Park - San Francisco,"",05/10/22,05/11/22,09:45 PM,12:45 AM,FALSE,TRUE,05/10/22,05:45 PM,08:45 PM,FREE,BUSY
05/11/22,12:45 PM,03:45 PM,Rockies at Giants,Oracle Park - San Francisco,"",05/11/22,05/11/22,03:45 PM,06:45 PM,FALSE,TRUE,05/11/22,11:45 AM,02:45 PM,FREE,BUSY
05/13/22,05:15 PM,08:15 PM,Giants at Cardinals,Busch Stadium - St. Louis,"",05/13/22,05/13/22,08:15 PM,11:15 PM,FALSE,TRUE,05/13/22,04:15 PM,07:15 PM,FREE,BUSY
05/14/22,11:15 AM,02:15 PM,Giants at Cardinals,Busch Stadium - St. Louis,"",05/14/22,05/14/22,02:15 PM,05:15 PM,FALSE,TRUE,05/14/22,10:15 AM,01:15 PM,FREE,BUSY
05/15/22,04:08 PM,07:08 PM,Giants at Cardinals,Busch Stadium - St. Louis,"",05/15/22,05/15/22,07:08 PM,10:08 PM,FALSE,TRUE,05/15/22,03:08 PM,06:08 PM,FREE,BUSY
05/16/22,05:40 PM,08:40 PM,Giants at Rockies,Coors Field - Denver,"",05/16/22,05/16/22,08:40 PM,11:40 PM,FALSE,TRUE,05/16/22,04:40 PM,07:40 PM,FREE,BUSY
05/17/22,05:40 PM,08:40 PM,Giants at Rockies,Coors Field - Denver,"",05/17/22,05/17/22,08:40 PM,11:40 PM,FALSE,TRUE,05/17/22,04:40 PM,07:40 PM,FREE,BUSY
05/18/22,12:10 PM,03:10 PM,Giants at Rockies,Coors Field - Denver,"",05/18/22,05/18/22,03:10 PM,06:10 PM,FALSE,TRUE,05/18/22,11:10 AM,02:10 PM,FREE,BUSY
05/20/22,07:15 PM,10:15 PM,Padres at Giants,Oracle Park - San Francisco,"",05/20/22,05/21/22,10:15 PM,01:15 AM,FALSE,TRUE,05/20/22,06:15 PM,09:15 PM,FREE,BUSY
05/21/22,01:05 PM,04:05 PM,Padres at Giants,Oracle Park - San Francisco,"",05/21/22,05/21/22,04:05 PM,07:05 PM,FALSE,TRUE,05/21/22,12:05 PM,03:05 PM,FREE,BUSY
05/22/22,01:05 PM,04:05 PM,Padres at Giants,Oracle Park - San Francisco,"",05/22/22,05/22/22,04:05 PM,07:05 PM,FALSE,TRUE,05/22/22,12:05 PM,03:05 PM,FREE,BUSY
05/23/22,06:45 PM,09:45 PM,Mets at Giants,Oracle Park - San Francisco,"",05/23/22,05/24/22,09:45 PM,12:45 AM,FALSE,TRUE,05/23/22,05:45 PM,08:45 PM,FREE,BUSY
05/24/22,06:45 PM,09:45 PM,Mets at Giants,Oracle Park - San Francisco,"",05/24/22,05/25/22,09:45 PM,12:45 AM,FALSE,TRUE,05/24/22,05:45 PM,08:45 PM,FREE,BUSY
05/25/22,12:45 PM,03:45 PM,Mets at Giants,Oracle Park - San Francisco,"",05/25/22,05/25/22,03:45 PM,06:45 PM,FALSE,TRUE,05/25/22,11:45 AM,02:45 PM,FREE,BUSY
05/27/22,03:40 PM,06:40 PM,Giants at Reds,Great American Ball Park - Cincinnati,"",05/27/22,05/27/22,06:40 PM,09:40 PM,FALSE,TRUE,05/27/22,02:40 PM,05:40 PM,FREE,BUSY
05/28/22,01:10 PM,04:10 PM,Giants at Reds,Great American Ball Park - Cincinnati,"",05/28/22,05/28/22,04:10 PM,07:10 PM,FALSE,TRUE,05/28/22,12:10 PM,03:10 PM,FREE,BUSY
05/29/22,10:40 AM,01:40 PM,Giants at Reds,Great American Ball Park - Cincinnati,"",05/29/22,05/29/22,01:40 PM,04:40 PM,FALSE,TRUE,05/29/22,09:40 AM,12:40 PM,FREE,BUSY
05/30/22,01:05 PM,04:05 PM,Giants at Phillies,Citizens Bank Park - Philadelphia,"",05/30/22,05/30/22,04:05 PM,07:05 PM,FALSE,TRUE,05/30/22,12:05 PM,03:05 PM,FREE,BUSY
05/31/22,03:45 PM,06:45 PM,Giants at Phillies,Citizens Bank Park - Philadelphia,"",05/31/22,05/31/22,06:45 PM,09:45 PM,FALSE,TRUE,05/31/22,02:45 PM,05:45 PM,FREE,BUSY
06/01/22,03:05 PM,06:05 PM,Giants at Phillies,Citizens Bank Park - Philadelphia,"",06/01/22,06/01/22,06:05 PM,09:05 PM,FALSE,TRUE,06/01/22,02:05 PM,05:05 PM,FREE,BUSY
06/02/22,03:40 PM,06:40 PM,Giants at Marlins,loanDepot park - Miami,"",06/02/22,06/02/22,06:40 PM,09:40 PM,FALSE,TRUE,06/02/22,02:40 PM,05:40 PM,FREE,BUSY
06/03/22,03:40 PM,06:40 PM,Giants at Marlins,loanDepot park - Miami,"",06/03/22,06/03/22,06:40 PM,09:40 PM,FALSE,TRUE,06/03/22,02:40 PM,05:40 PM,FREE,BUSY
06/04/22,01:10 PM,04:10 PM,Giants at Marlins,loanDepot park - Miami,"",06/04/22,06/04/22,04:10 PM,07:10 PM,FALSE,TRUE,06/04/22,12:10 PM,03:10 PM,FREE,BUSY
06/05/22,10:40 AM,01:40 PM,Giants at Marlins,loanDepot park - Miami,"",06/05/22,06/05/22,01:40 PM,04:40 PM,FALSE,TRUE,06/05/22,09:40 AM,12:40 PM,FREE,BUSY
06/07/22,06:45 PM,09:45 PM,Rockies at Giants,Oracle Park - San Francisco,"",06/07/22,06/08/22,09:45 PM,12:45 AM,FALSE,TRUE,06/07/22,05:45 PM,08:45 PM,FREE,BUSY
06/08/22,06:45 PM,09:45 PM,Rockies at Giants,Oracle Park - San Francisco,"",06/08/22,06/09/22,09:45 PM,12:45 AM,FALSE,TRUE,06/08/22,05:45 PM,08:45 PM,FREE,BUSY
06/09/22,12:45 PM,03:45 PM,Rockies at Giants,Oracle Park - San Francisco,"",06/09/22,06/09/22,03:45 PM,06:45 PM,FALSE,TRUE,06/09/22,11:45 AM,02:45 PM,FREE,BUSY
06/10/22,07:15 PM,10:15 PM,Dodgers at Giants,Oracle Park - San Francisco,"",06/10/22,06/11/22,10:15 PM,01:15 AM,FALSE,TRUE,06/10/22,06:15 PM,09:15 PM,FREE,BUSY
06/11/22,04:15 PM,07:15 PM,Dodgers at Giants,Oracle Park - San Francisco,"",06/11/22,06/11/22,07:15 PM,10:15 PM,FALSE,TRUE,06/11/22,03:15 PM,06:15 PM,FREE,BUSY
06/12/22,01:05 PM,04:05 PM,Dodgers at Giants,Oracle Park - San Francisco,"",06/12/22,06/12/22,04:05 PM,07:05 PM,FALSE,TRUE,06/12/22,12:05 PM,03:05 PM,FREE,BUSY
06/13/22,06:45 PM,09:45 PM,Royals at Giants,Oracle Park - San Francisco,"",06/13/22,06/14/22,09:45 PM,12:45 AM,FALSE,TRUE,06/13/22,05:45 PM,08:45 PM,FREE,BUSY
06/14/22,06:45 PM,09:45 PM,Royals at Giants,Oracle Park - San Francisco,"",06/14/22,06/15/22,09:45 PM,12:45 AM,FALSE,TRUE,06/14/22,05:45 PM,08:45 PM,FREE,BUSY
06/15/22,12:45 PM,03:45 PM,Royals at Giants,Oracle Park - San Francisco,"",06/15/22,06/15/22,03:45 PM,06:45 PM,FALSE,TRUE,06/15/22,11:45 AM,02:45 PM,FREE,BUSY
06/17/22,04:05 PM,07:05 PM,Giants at Pirates,PNC Park - Pittsburgh,"",06/17/22,06/17/22,07:05 PM,10:05 PM,FALSE,TRUE,06/17/22,03:05 PM,06:05 PM,FREE,BUSY
06/18/22,01:05 PM,04:05 PM,Giants at Pirates,PNC Park - Pittsburgh,"",06/18/22,06/18/22,04:05 PM,07:05 PM,FALSE,TRUE,06/18/22,12:05 PM,03:05 PM,FREE,BUSY
06/19/22,10:35 AM,01:35 PM,Giants at Pirates,PNC Park - Pittsburgh,"",06/19/22,06/19/22,01:35 PM,04:35 PM,FALSE,TRUE,06/19/22,09:35 AM,12:35 PM,FREE,BUSY
06/20/22,04:20 PM,07:20 PM,Giants at Braves,Truist Park - Atlanta,"",06/20/22,06/20/22,07:20 PM,10:20 PM,FALSE,TRUE,06/20/22,03:20 PM,06:20 PM,FREE,BUSY
06/21/22,04:20 PM,07:20 PM,Giants at Braves,Truist Park - Atlanta,"",06/21/22,06/21/22,07:20 PM,10:20 PM,FALSE,TRUE,06/21/22,03:20 PM,06:20 PM,FREE,BUSY
06/22/22,04:20 PM,07:20 PM,Giants at Braves,Truist Park - Atlanta,"",06/22/22,06/22/22,07:20 PM,10:20 PM,FALSE,TRUE,06/22/22,03:20 PM,06:20 PM,FREE,BUSY
06/23/22,09:20 AM,12:20 PM,Giants at Braves,Truist Park - Atlanta,"",06/23/22,06/23/22,12:20 PM,03:20 PM,FALSE,TRUE,06/23/22,08:20 AM,11:20 AM,FREE,BUSY
06/24/22,07:15 PM,10:15 PM,Reds at Giants,Oracle Park - San Francisco,"",06/24/22,06/25/22,10:15 PM,01:15 AM,FALSE,TRUE,06/24/22,06:15 PM,09:15 PM,FREE,BUSY
06/25/22,04:15 PM,07:15 PM,Reds at Giants,Oracle Park - San Francisco,"",06/25/22,06/25/22,07:15 PM,10:15 PM,FALSE,TRUE,06/25/22,03:15 PM,06:15 PM,FREE,BUSY
06/26/22,01:05 PM,04:05 PM,Reds at Giants,Oracle Park - San Francisco,"",06/26/22,06/26/22,04:05 PM,07:05 PM,FALSE,TRUE,06/26/22,12:05 PM,03:05 PM,FREE,BUSY
06/28/22,06:45 PM,09:45 PM,Tigers at Giants,Oracle Park - San Francisco,"",06/28/22,06/29/22,09:45 PM,12:45 AM,FALSE,TRUE,06/28/22,05:45 PM,08:45 PM,FREE,BUSY
06/29/22,12:45 PM,03:45 PM,Tigers at Giants,Oracle Park - San Francisco,"",06/29/22,06/29/22,03:45 PM,06:45 PM,FALSE,TRUE,06/29/22,11:45 AM,02:45 PM,FREE,BUSY
07/01/22,07:15 PM,10:15 PM,White Sox at Giants,Oracle Park - San Francisco,"",07/01/22,07/02/22,10:15 PM,01:15 AM,FALSE,TRUE,07/01/22,06:15 PM,09:15 PM,FREE,BUSY
07/02/22,01:05 PM,04:05 PM,White Sox at Giants,Oracle Park - San Francisco,"",07/02/22,07/02/22,04:05 PM,07:05 PM,FALSE,TRUE,07/02/22,12:05 PM,03:05 PM,FREE,BUSY
07/03/22,01:05 PM,04:05 PM,White Sox at Giants,Oracle Park - San Francisco,"",07/03/22,07/03/22,04:05 PM,07:05 PM,FALSE,TRUE,07/03/22,12:05 PM,03:05 PM,FREE,BUSY
07/04/22,06:10 PM,09:10 PM,Giants at D-backs,Chase Field - Phoenix,"",07/04/22,07/05/22,09:10 PM,12:10 AM,FALSE,TRUE,07/04/22,05:10 PM,08:10 PM,FREE,BUSY
07/05/22,06:40 PM,09:40 PM,Giants at D-backs,Chase Field - Phoenix,"",07/05/22,07/06/22,09:40 PM,12:40 AM,FALSE,TRUE,07/05/22,05:40 PM,08:40 PM,FREE,BUSY
07/06/22,06:40 PM,09:40 PM,Giants at D-backs,Chase Field - Phoenix,"",07/06/22,07/07/22,09:40 PM,12:40 AM,FALSE,TRUE,07/06/22,05:40 PM,08:40 PM,FREE,BUSY
07/07/22,06:40 PM,09:40 PM,Giants at Padres,Petco Park - San Diego,"",07/07/22,07/08/22,09:40 PM,12:40 AM,FALSE,TRUE,07/07/22,05:40 PM,08:40 PM,FREE,BUSY
07/08/22,06:40 PM,09:40 PM,Giants at Padres,Petco Park - San Diego,"",07/08/22,07/09/22,09:40 PM,12:40 AM,FALSE,TRUE,07/08/22,05:40 PM,08:40 PM,FREE,BUSY
07/09/22,04:15 PM,07:15 PM,Giants at Padres,Petco Park - San Diego,"Local TV: FOX",07/09/22,07/09/22,07:15 PM,10:15 PM,FALSE,TRUE,07/09/22,03:15 PM,06:15 PM,FREE,BUSY
07/10/22,01:10 PM,04:10 PM,Giants at Padres,Petco Park - San Diego,"",07/10/22,07/10/22,04:10 PM,07:10 PM,FALSE,TRUE,07/10/22,12:10 PM,03:10 PM,FREE,BUSY
07/11/22,06:45 PM,09:45 PM,D-backs at Giants,Oracle Park - San Francisco,"",07/11/22,07/12/22,09:45 PM,12:45 AM,FALSE,TRUE,07/11/22,05:45 PM,08:45 PM,FREE,BUSY
07/12/22,06:45 PM,09:45 PM,D-backs at Giants,Oracle Park - San Francisco,"",07/12/22,07/13/22,09:45 PM,12:45 AM,FALSE,TRUE,07/12/22,05:45 PM,08:45 PM,FREE,BUSY
07/13/22,12:45 PM,03:45 PM,D-backs at Giants,Oracle Park - San Francisco,"",07/13/22,07/13/22,03:45 PM,06:45 PM,FALSE,TRUE,07/13/22,11:45 AM,02:45 PM,FREE,BUSY
07/14/22,06:45 PM,09:45 PM,Brewers at Giants,Oracle Park - San Francisco,"",07/14/22,07/15/22,09:45 PM,12:45 AM,FALSE,TRUE,07/14/22,05:45 PM,08:45 PM,FREE,BUSY
07/15/22,07:15 PM,10:15 PM,Brewers at Giants,Oracle Park - San Francisco,"",07/15/22,07/16/22,10:15 PM,01:15 AM,FALSE,TRUE,07/15/22,06:15 PM,09:15 PM,FREE,BUSY
07/16/22,04:15 PM,07:15 PM,Brewers at Giants,Oracle Park - San Francisco,"",07/16/22,07/16/22,07:15 PM,10:15 PM,FALSE,TRUE,07/16/22,03:15 PM,06:15 PM,FREE,BUSY
07/17/22,01:05 PM,04:05 PM,Brewers at Giants,Oracle Park - San Francisco,"",07/17/22,07/17/22,04:05 PM,07:05 PM,FALSE,TRUE,07/17/22,12:05 PM,03:05 PM,FREE,BUSY
07/21/22,07:09 PM,10:09 PM,Giants at Dodgers,Dodger Stadium - Los Angeles,"",07/21/22,07/22/22,10:09 PM,01:09 AM,FALSE,TRUE,07/21/22,06:09 PM,09:09 PM,FREE,BUSY
07/22/22,07:10 PM,10:10 PM,Giants at Dodgers,Dodger Stadium - Los Angeles,"",07/22/22,07/23/22,10:10 PM,01:10 AM,FALSE,TRUE,07/22/22,06:10 PM,09:10 PM,FREE,BUSY
07/23/22,04:15 PM,07:15 PM,Giants at Dodgers,Dodger Stadium - Los Angeles,"Local TV: FOX",07/23/22,07/23/22,07:15 PM,10:15 PM,FALSE,TRUE,07/23/22,03:15 PM,06:15 PM,FREE,BUSY
07/24/22,01:10 PM,04:10 PM,Giants at Dodgers,Dodger Stadium - Los Angeles,"",07/24/22,07/24/22,04:10 PM,07:10 PM,FALSE,TRUE,07/24/22,12:10 PM,03:10 PM,FREE,BUSY
07/25/22,06:40 PM,09:40 PM,Giants at D-backs,Chase Field - Phoenix,"",07/25/22,07/26/22,09:40 PM,12:40 AM,FALSE,TRUE,07/25/22,05:40 PM,08:40 PM,FREE,BUSY
07/26/22,06:40 PM,09:40 PM,Giants at D-backs,Chase Field - Phoenix,"",07/26/22,07/27/22,09:40 PM,12:40 AM,FALSE,TRUE,07/26/22,05:40 PM,08:40 PM,FREE,BUSY
07/27/22,12:40 PM,03:40 PM,Giants at D-backs,Chase Field - Phoenix,"",07/27/22,07/27/22,03:40 PM,06:40 PM,FALSE,TRUE,07/27/22,11:40 AM,02:40 PM,FREE,BUSY
07/28/22,06:45 PM,09:45 PM,Cubs at Giants,Oracle Park - San Francisco,"",07/28/22,07/29/22,09:45 PM,12:45 AM,FALSE,TRUE,07/28/22,05:45 PM,08:45 PM,FREE,BUSY
07/29/22,07:15 PM,10:15 PM,Cubs at Giants,Oracle Park - San Francisco,"",07/29/22,07/30/22,10:15 PM,01:15 AM,FALSE,TRUE,07/29/22,06:15 PM,09:15 PM,FREE,BUSY
07/30/22,06:05 PM,09:05 PM,Cubs at Giants,Oracle Park - San Francisco,"",07/30/22,07/31/22,09:05 PM,12:05 AM,FALSE,TRUE,07/30/22,05:05 PM,08:05 PM,FREE,BUSY
07/31/22,01:05 PM,04:05 PM,Cubs at Giants,Oracle Park - San Francisco,"",07/31/22,07/31/22,04:05 PM,07:05 PM,FALSE,TRUE,07/31/22,12:05 PM,03:05 PM,FREE,BUSY
08/01/22,06:45 PM,09:45 PM,Dodgers at Giants,Oracle Park - San Francisco,"",08/01/22,08/02/22,09:45 PM,12:45 AM,FALSE,TRUE,08/01/22,05:45 PM,08:45 PM,FREE,BUSY
08/02/22,06:45 PM,09:45 PM,Dodgers at Giants,Oracle Park - San Francisco,"",08/02/22,08/03/22,09:45 PM,12:45 AM,FALSE,TRUE,08/02/22,05:45 PM,08:45 PM,FREE,BUSY
08/03/22,06:45 PM,09:45 PM,Dodgers at Giants,Oracle Park - San Francisco,"",08/03/22,08/04/22,09:45 PM,12:45 AM,FALSE,TRUE,08/03/22,05:45 PM,08:45 PM,FREE,BUSY
08/04/22,12:45 PM,03:45 PM,Dodgers at Giants,Oracle Park - San Francisco,"",08/04/22,08/04/22,03:45 PM,06:45 PM,FALSE,TRUE,08/04/22,11:45 AM,02:45 PM,FREE,BUSY
08/06/22,04:07 PM,07:07 PM,Giants at Athletics,Oakland Coliseum - Oakland,"",08/06/22,08/06/22,07:07 PM,10:07 PM,FALSE,TRUE,08/06/22,03:07 PM,06:07 PM,FREE,BUSY
