START_DATE,START_TIME,START_TIME_ET,SUBJECT,LOCATION,DESCRIPTION,END_DATE,END_DATE_ET,END_TIME,END_TIME_ET,REMINDER_OFF,REMINDER_ON,REMINDER_DATE,REMINDER_TIME,REMINDER_TIME_ET,SHOWTIMEAS_FREE,SHOWTIMEAS_BUSY
08/29/12,03:33 AM,03:33 AM,Giants at Astros,Minute Maid Park,,08/29/12,08/29/12,06:33 AM,06:33 AM,FALSE,TRUE,08/29/12,02:33 AM,02:33 AM,FREE,BUSY
08/30/12,03:33 AM,03:33 AM,Giants at Astros,Minute Maid Park,,08/30/12,08/30/12,06:33 AM,06:33 AM,FALSE,TRUE,08/30/12,02:33 AM,02:33 AM,FREE,BUSY
08/31/12,03:33 AM,03:33 AM,Giants at Cubs,Wrigley Field,,08/31/12,08/31/12,06:33 AM,06:33 AM,FALSE,TRUE,08/31/12,02:33 AM,02:33 AM,FREE,BUSY
09/01/12,03:33 AM,03:33 AM,Giants at Cubs,Wrigley Field,,09/01/12,09/01/12,06:33 AM,06:33 AM,FALSE,TRUE,09/01/12,02:33 AM,02:33 AM,FREE,BUSY
09/02/12,03:33 AM,03:33 AM,Giants at Cubs,Wrigley Field,,09/02/12,09/02/12,06:33 AM,06:33 AM,FALSE,TRUE,09/02/12,02:33 AM,02:33 AM,FREE,BUSY
09/03/12,03:33 AM,03:33 AM,D-backs at Giants,AT&T Park,,09/03/12,09/03/12,06:33 AM,06:33 AM,FALSE,TRUE,09/03/12,02:33 AM,02:33 AM,FREE,BUSY
09/04/12,03:33 AM,03:33 AM,D-backs at Giants,AT&T Park,,09/04/12,09/04/12,06:33 AM,06:33 AM,FALSE,TRUE,09/04/12,02:33 AM,02:33 AM,FREE,BUSY
09/05/12,03:33 AM,03:33 AM,D-backs at Giants,AT&T Park,,09/05/12,09/05/12,06:33 AM,06:33 AM,FALSE,TRUE,09/05/12,02:33 AM,02:33 AM,FREE,BUSY
09/07/12,03:33 AM,03:33 AM,Dodgers at Giants,AT&T Park,,09/07/12,09/07/12,06:33 AM,06:33 AM,FALSE,TRUE,09/07/12,02:33 AM,02:33 AM,FREE,BUSY
09/08/12,03:33 AM,03:33 AM,Dodgers at Giants,AT&T Park,,09/08/12,09/08/12,06:33 AM,06:33 AM,FALSE,TRUE,09/08/12,02:33 AM,02:33 AM,FREE,BUSY
09/09/12,03:33 AM,03:33 AM,Dodgers at Giants,AT&T Park,,09/09/12,09/09/12,06:33 AM,06:33 AM,FALSE,TRUE,09/09/12,02:33 AM,02:33 AM,FREE,BUSY
09/10/12,03:33 AM,03:33 AM,Giants at Rockies,Coors Field,,09/10/12,09/10/12,06:33 AM,06:33 AM,FALSE,TRUE,09/10/12,02:33 AM,02:33 AM,FREE,BUSY
09/11/12,03:33 AM,03:33 AM,Giants at Rockies,Coors Field,,09/11/12,09/11/12,06:33 AM,06:33 AM,FALSE,TRUE,09/11/12,02:33 AM,02:33 AM,FREE,BUSY
09/12/12,03:33 AM,03:33 AM,Giants at Rockies,Coors Field,,09/12/12,09/12/12,06:33 AM,06:33 AM,FALSE,TRUE,09/12/12,02:33 AM,02:33 AM,FREE,BUSY
09/14/12,03:33 AM,03:33 AM,Giants at D-backs,Chase Field,,09/14/12,09/14/12,06:33 AM,06:33 AM,FALSE,TRUE,09/14/12,02:33 AM,02:33 AM,FREE,BUSY
09/15/12,03:33 AM,03:33 AM,Giants at D-backs,Chase Field,,09/15/12,09/15/12,06:33 AM,06:33 AM,FALSE,TRUE,09/15/12,02:33 AM,02:33 AM,FREE,BUSY
09/16/12,03:33 AM,03:33 AM,Giants at D-backs,Chase Field,,09/16/12,09/16/12,06:33 AM,06:33 AM,FALSE,TRUE,09/16/12,02:33 AM,02:33 AM,FREE,BUSY
09/17/12,03:33 AM,03:33 AM,Rockies at Giants,AT&T Park,,09/17/12,09/17/12,06:33 AM,06:33 AM,FALSE,TRUE,09/17/12,02:33 AM,02:33 AM,FREE,BUSY
09/18/12,03:33 AM,03:33 AM,Rockies at Giants,AT&T Park,,09/18/12,09/18/12,06:33 AM,06:33 AM,FALSE,TRUE,09/18/12,02:33 AM,02:33 AM,FREE,BUSY
09/19/12,03:33 AM,03:33 AM,Rockies at Giants,AT&T Park,,09/19/12,09/19/12,06:33 AM,06:33 AM,FALSE,TRUE,09/19/12,02:33 AM,02:33 AM,FREE,BUSY
09/20/12,03:33 AM,03:33 AM,Rockies at Giants,AT&T Park,,09/20/12,09/20/12,06:33 AM,06:33 AM,FALSE,TRUE,09/20/12,02:33 AM,02:33 AM,FREE,BUSY
09/21/12,03:33 AM,03:33 AM,Padres at Giants,AT&T Park,,09/21/12,09/21/12,06:33 AM,06:33 AM,FALSE,TRUE,09/21/12,02:33 AM,02:33 AM,FREE,BUSY
09/22/12,03:33 AM,03:33 AM,Padres at Giants,AT&T Park,,09/22/12,09/22/12,06:33 AM,06:33 AM,FALSE,TRUE,09/22/12,02:33 AM,02:33 AM,FREE,BUSY
09/23/12,03:33 AM,03:33 AM,Padres at Giants,AT&T Park,,09/23/12,09/23/12,06:33 AM,06:33 AM,FALSE,TRUE,09/23/12,02:33 AM,02:33 AM,FREE,BUSY
09/25/12,03:33 AM,03:33 AM,D-backs at Giants,AT&T Park,,09/25/12,09/25/12,06:33 AM,06:33 AM,FALSE,TRUE,09/25/12,02:33 AM,02:33 AM,FREE,BUSY
09/26/12,03:33 AM,03:33 AM,D-backs at Giants,AT&T Park,,09/26/12,09/26/12,06:33 AM,06:33 AM,FALSE,TRUE,09/26/12,02:33 AM,02:33 AM,FREE,BUSY
09/27/12,03:33 AM,03:33 AM,D-backs at Giants,AT&T Park,,09/27/12,09/27/12,06:33 AM,06:33 AM,FALSE,TRUE,09/27/12,02:33 AM,02:33 AM,FREE,BUSY
09/28/12,03:33 AM,03:33 AM,Giants at Padres,PETCO Park,,09/28/12,09/28/12,06:33 AM,06:33 AM,FALSE,TRUE,09/28/12,02:33 AM,02:33 AM,FREE,BUSY
09/29/12,03:33 AM,03:33 AM,Giants at Padres,PETCO Park,,09/29/12,09/29/12,06:33 AM,06:33 AM,FALSE,TRUE,09/29/12,02:33 AM,02:33 AM,FREE,BUSY
09/30/12,03:33 AM,03:33 AM,Giants at Padres,PETCO Park,,09/30/12,09/30/12,06:33 AM,06:33 AM,FALSE,TRUE,09/30/12,02:33 AM,02:33 AM,FREE,BUSY
10/01/12,03:33 AM,03:33 AM,Giants at Dodgers,Dodger Stadium,,10/01/12,10/01/12,06:33 AM,06:33 AM,FALSE,TRUE,10/01/12,02:33 AM,02:33 AM,FREE,BUSY
10/02/12,03:33 AM,03:33 AM,Giants at Dodgers,Dodger Stadium,,10/02/12,10/02/12,06:33 AM,06:33 AM,FALSE,TRUE,10/02/12,02:33 AM,02:33 AM,FREE,BUSY
10/03/12,03:33 AM,03:33 AM,Giants at Dodgers,Dodger Stadium,,10/03/12,10/03/12,06:33 AM,06:33 AM,FALSE,TRUE,10/03/12,02:33 AM,02:33 AM,FREE,BUSY
